大区分,品名,相数,容量,1次,2次,結線,CP,コード,型式,定価,貴社仕切
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3451,3MT3P500K66K2C,25499000 ,7611600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-3471,3MT3P750K66K2C,31718000 ,9468000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-3401,3MT3P1000K66K2C,40032000 ,11949600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1433-3411,3MT3P1500K66K2C,58864000 ,17571200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-3421,3MT3P2000K66K2C,77316000 ,23079200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,10,JIS6-3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3312,3MT1P10K663K2,4657000 ,1390000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,20,JIS6-3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3322,3MT1P20K663K2,5263000 ,1570800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,30,JIS6-3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3332,3MT1P30K663K2,5760000 ,1719200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,50,JIS6-3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3352,3MT1P50K663K2,6784000 ,2024800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,75,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3376,3MT1P75K663K2,8038000 ,2399200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,100,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3302,3MT1P100K663K2,9304000 ,2777200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,150,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3315,3MT1P150K663K2,11598000 ,3462000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,200,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3322,3MT1P200K663K2,14066000 ,4198800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,300,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1434-3332,3MT1P300K663K2,19803000 ,5911200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,500,JIS6-3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1434-3352,3MT1P500K663K2,30767000 ,9184000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3422,3MT3P20K663K2,6927000 ,2067600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3432,3MT3P30K663K2,7531000 ,2248000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3452,3MT3P50K663K2,8550000 ,2552000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3472,3MT3P75K663K2,9997000 ,2984000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3402,3MT3P100K663K2,11074000 ,3305600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3412,3MT3P150K663K2,13600000 ,4059600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3422,3MT3P200K663K2,16127000 ,4814000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1434-3432,3MT3P300K663K2,21185000 ,6323600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1434-3452,3MT3P500K663K2,31292000 ,9340800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3472,3MT3P750K663K2,38926000 ,11619600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3402,3MT3P1000K663K2,49130000 ,14665600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3412,3MT3P1500K663K2,72244000 ,21565200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3422,3MT3P2000K663K2,94885000 ,28323600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,10,JIS3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3413,3MT1P10K63K2,3628000 ,1082800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,20,JIS3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3423,3MT1P20K63K2,4094000 ,1222000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,30,JIS3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3433,3MT1P30K63K2,4483000 ,1338000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,50,JIS3K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3453,3MT1P50K63K2,5272000 ,1573600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,75,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3473,3MT1P75K63K2,6256000 ,1867200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,100,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3403,3MT1P100K63K2,7239000 ,2160800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,150,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3413,3MT1P150K63K2,9028000 ,2694800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,200,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1433-3423,3MT1P200K63K2,10944000 ,3266800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,300,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1434-3433,3MT1P300K63K2,15404000 ,4598000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,500,JIS3K(5ﾀｯﾌﾟ),210-105,単三専用,無,1434-3453,3MT1P500K63K2,23932000 ,7143600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3523,3MT3P20K63K2,5386000 ,1607600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3533,3MT3P30K63K2,5856000 ,1748000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,無,1432-3553,3MT3P50K63K2,6652000 ,1985600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3573,3MT3P75K63K2,7779000 ,2322000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3503,3MT3P100K63K2,8614000 ,2571200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3513,3MT3P150K63K2,10580000 ,3158000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1433-3523,3MT3P200K63K2,12543000 ,3744000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1434-3533,3MT3P300K63K2,16478000 ,4918800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,無,1434-3553,3MT3P500K63K2,24342000 ,7266000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3573,3MT3P750K63K2,30278000 ,9038000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3503,3MT3P1000K63K2,38211000 ,11406000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3513,3MT3P1500K63K2,56192000 ,16773600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,無,1434-3523,3MT3P2000K63K2,73800000 ,22029600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3324,3MT3P20K663K2C,7433000 ,2218800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3334,3MT3P30K663K2C,8085000 ,2413200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3354,3MT3P50K663K2C,9186000 ,2742000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3374,3MT3P75K663K2C,10737000 ,3204800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3304,3MT3P100K663K2C,11892000 ,3549600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3314,3MT3P150K663K2C,14606000 ,4360000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3324,3MT3P200K663K2C,17320000 ,5170000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3334,3MT3P300K663K2C,22751000 ,6791200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3354,3MT3P500K663K2C,33606000 ,10031600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3374,3MT3P750K663K2C,41808000 ,12480000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3304,3MT3P1000K663K2C,52767000 ,15751200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3314,3MT3P1500K663K2C,77597000 ,23163200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3324,3MT3P2000K663K2C,101914000 ,30422000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3325,3MT3P20K63K2C,5899000 ,1760800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3335,3MT3P30K63K2C,6418000 ,1915600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3355,3MT3P50K63K2C,7283000 ,2174000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3475,3MT3P75K63K2C,8519000 ,2542800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3305,3MT3P100K63K2C,9434000 ,2816000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3415,3MT3P150K63K2C,11585000 ,3458000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3325,3MT3P200K63K2C,13745000 ,4102800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3335,3MT3P300K63K2C,18049000 ,5387600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3355,3MT3P500K63K2C,26656000 ,7956800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3375,3MT3P750K63K2C,33161000 ,9898800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3305,3MT3P1000K63K2C,41851000 ,12492800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3315,3MT3P1500K63K2C,61545000 ,18371600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3325,3MT3P2000K63K2C,80828000 ,24127600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3521,3MT3P20K66K4,6154000 ,1836800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3531,3MT3P30K66K4,6694000 ,1998000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3551,3MT3P50K66K4,7602000 ,2269200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3571,3MT3P75K66K4,8146000 ,2431600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3501,3MT3P100K66K4,9028000 ,2694800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3611,3MT3P150K66K4,11082000 ,3308000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3521,3MT3P200K66K4,13143000 ,3923200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3531,3MT3P300K66K4,17264000 ,5153200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3551,3MT3P500K66K4,25499000 ,7611600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3571,3MT3P750K66K4,30278000 ,9038000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3501,3MT3P1000K66K4,38211000 ,11406000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3511,3MT3P1500K66K4,50844000 ,15177200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3521,3MT3P2000K66K4,66773000 ,19932000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3522,3MT3P20K66K4C,6774000 ,2022000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3532,3MT3P30K66K4C,7366000 ,2198800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3552,3MT3P50K66K4C,8362000 ,2496000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3572,3MT3P75K66K4C,8968000 ,2676800 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3502,3MT3P100K66K4C,9929000 ,2963600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3512,3MT3P150K66K4C,12193000 ,3639600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3522,3MT3P200K66K4C,14459000 ,4316000 
